 1.00000000000000E+0001	 2.16310410000000E-0028
 1.35935640000000E+0001	 1.96033360000000E-0027
 1.84784980000000E+0001	 1.42615890000000E-0026
 2.51188640000000E+0001	 7.36614540000000E-0026
 3.41454890000000E+0001	 3.34931000000000E-0025
 4.64158880000000E+0001	 1.19182980000000E-0024
 6.30957340000000E+0001	 3.71530050000000E-0024
 8.57695900000000E+0001	 1.02834060000000E-0023
 1.16591440000000E+0002	 2.54839060000000E-0023
 1.58489320000000E+0002	 5.89696840000000E-0023
 2.15443470000000E+0002	 1.28070430000000E-0022
 2.92864460000000E+0002	 2.65062500000000E-0022
 3.98107170000000E+0002	 5.34839750000000E-0022
 5.41169530000000E+0002	 1.05868770000000E-0021
 7.35642250000000E+0002	 2.08005780000000E-0021
 1.00000000000000E+0003	 4.08881800000000E-0021
 1.35935640000000E+0003	 8.07256310000000E-0021
 1.84784980000000E+0003	 1.60467380000000E-0020
 2.51188640000000E+0003	 3.21900830000000E-0020
 3.41454890000000E+0003	 6.46425330000000E-0020
 4.64158880000000E+0003	 1.28456070000000E-0019
 6.30957340000000E+0003	 2.49361180000000E-0019
 8.57695900000000E+0003	 4.67400110000000E-0019
 1.16591440000000E+0004	 8.38473870000000E-0019
 1.58489320000000E+0004	 1.43152240000000E-0018
 2.15443470000000E+0004	 2.31966720000000E-0018
 2.92864460000000E+0004	 3.56547460000000E-0018
 3.98107170000000E+0004	 5.20288690000000E-0018
 5.41169530000000E+0004	 7.21955260000000E-0018
 7.35642250000000E+0004	 9.54289890000000E-0018
 1.00000000000000E+0005	 1.20312920000000E-0017
