 1.00000000000000E+0001	 0.00000000000000E+0000
 1.35935640000000E+0001	 3.48434780000000E-0028
 1.84784980000000E+0001	 3.65091520000000E-0027
 2.51188640000000E+0001	 3.69502980000000E-0026
 3.41454890000000E+0001	 3.23039360000000E-0025
 4.64158880000000E+0001	 2.01940570000000E-0024
 6.30957340000000E+0001	 1.12647330000000E-0023
 8.57695900000000E+0001	 4.64055730000000E-0023
 1.16591440000000E+0002	 1.68721260000000E-0022
 1.58489320000000E+0002	 5.11633040000000E-0022
 2.15443470000000E+0002	 1.37380980000000E-0021
 2.92864460000000E+0002	 3.20464460000000E-0021
 3.98107170000000E+0002	 6.67693490000000E-0021
 5.41169530000000E+0002	 1.28762360000000E-0020
 7.35642250000000E+0002	 2.31836510000000E-0020
 1.00000000000000E+0003	 3.96250320000000E-0020
 1.35935640000000E+0003	 6.39702700000000E-0020
 1.84784980000000E+0003	 9.93855360000000E-0020
 2.51188640000000E+0003	 1.50193230000000E-0019
 3.41454890000000E+0003	 2.21901670000000E-0019
 4.64158880000000E+0003	 3.07226970000000E-0019
 6.30957340000000E+0003	 4.25090230000000E-0019
 8.57695900000000E+0003	 5.89449760000000E-0019
 1.16591440000000E+0004	 8.18500200000000E-0019
 1.58489320000000E+0004	 1.13643500000000E-0018
 2.15443470000000E+0004	 1.57370630000000E-0018
 2.92864460000000E+0004	 2.16582180000000E-0018
 3.98107170000000E+0004	 2.94945980000000E-0018
 5.41169530000000E+0004	 3.95531640000000E-0018
 7.35642250000000E+0004	 5.19818730000000E-0018
 1.00000000000000E+0005	 6.66580650000000E-0018
